1stFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinType1,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,SalePrice,Has2ndFloor,HasMasVnr,HasOpenPorch,HasGarage,HasFinBsmt,ModsMade
1968,4,Mn,Rec,Unf,1982,3447,Gd,14100,58,9,8,728,1935,381000,1,1,1,1,1,1
874,3,No,BLQ,Unf,1958,1524,TA,11344,78,5,5,874,1958,144000,1,1,0,1,1,0
1332,0,Gd,GLQ,Fin,1979,1524,Gd,23595,60,6,7,1332,1979,260000,1,0,0,1,1,0
1489,3,No,Unf,RFn,1968,1489,Gd,9156,62,7,6,1489,1968,185750,0,0,0,1,0,0
935,3,No,BLQ,Unf,1965,935,TA,13526,68,6,5,935,1965,137000,0,1,0,1,1,0
1357,2,Av,ALQ,RFn,1959,1357,Ex,11512,124,7,6,1019,1959,177000,0,1,0,1,1,1
661,3,No,Unf,Unf,1985,1250,TA,5362,53,6,5,661,1910,139000,1,0,0,1,0,1
928,4,No,Rec,RFn,1948,1920,TA,11345,95,5,5,928,1948,137000,1,1,0,1,1,1
735,3,No,BLQ,Unf,1972,1395,TA,12936,65,6,6,723,1972,162000,1,0,1,1,1,0
1724,3,Av,ALQ,RFn,1967,1724,TA,17871,115,5,6,1680,1967,197900,0,1,0,1,1,1
1128,3,No,GLQ,RFn,2002,2031,Gd,9473,75,5,8,1128,2002,237000,1,0,1,1,1,0
698,2,No,Unf,RFn,1980,1128,TA,7500,60,4,4,698,1920,68400,1,0,0,1,0,1
1573,3,No,GLQ,RFn,2002,1573,Gd,9808,67,5,7,1573,2002,227000,0,1,1,1,1,0
1339,3,No,ALQ,Fin,1990,1339,TA,8049,50,5,7,1309,1990,180000,0,1,1,1,1,0
1040,3,Mn,LwQ,Unf,1977,1040,Gd,8800,61,7,5,1040,1977,150500,0,0,0,1,1,1
912,4,Av,Unf,None,1971,1824,TA,9400,94,5,6,912,1971,139000,1,0,0,0,0,0
1699,4,No,Unf,Unf,1969,2447,Gd,9638,50,7,6,804,1919,169000,1,0,0,1,0,1
825,4,No,Unf,Unf,1939,1412,TA,6000,50,6,6,780,1939,132500,1,0,0,1,0,1
1328,3,No,ALQ,Unf,1963,1328,TA,9790,44,5,6,1328,1963,143000,0,1,1,1,1,0
1582,4,Av,Rec,Unf,1964,1582,TA,36500,63,5,5,1624,1964,190000,0,1,1,1,1,0
1659,2,No,GLQ,Fin,2000,1659,Ex,5664,40,5,8,1501,2000,278000,0,0,1,1,1,0
1120,3,Mn,Unf,Fin,2006,1970,Ex,11065,86,5,8,1085,2006,281000,1,1,1,1,0,0
1152,3,Av,GLQ,RFn,1964,1152,TA,14112,118,7,5,1152,1964,180500,0,1,0,1,1,0
630,3,No,ALQ,Unf,1972,1302,TA,1680,21,7,5,630,1972,119500,1,1,0,1,1,0
1378,4,No,Unf,RFn,1985,2372,TA,6600,60,4,5,994,1892,107500,1,0,1,1,0,1
832,4,No,GLQ,RFn,1976,1664,TA,10140,78,5,7,832,1976,162900,1,0,1,1,1,0
864,2,No,Rec,Unf,1957,864,TA,8172,60,7,5,864,1955,115000,0,0,0,1,1,1
1052,3,Av,Rec,RFn,1968,1052,TA,8400,70,5,5,1052,1968,138500,0,1,0,1,1,0
1128,3,Mn,ALQ,RFn,1963,1128,TA,8700,80,6,5,1120,1963,155000,0,1,1,1,1,0
1072,2,Gd,GLQ,Fin,2005,1072,TA,3675,35,5,6,547,2005,140000,0,1,1,1,1,1
4692,3,Gd,GLQ,Fin,2008,5642,Ex,63887,313,5,10,6110,2008,160000,1,1,1,1,1,0
1246,3,No,LwQ,RFn,1959,1246,Gd,7500,75,7,5,1246,1959,154000,0,0,0,1,1,1
1005,3,No,GLQ,Fin,1999,1983,Gd,10762,80,5,7,978,1999,225000,1,1,0,1,1,0
753,3,No,BLQ,Unf,1942,1494,Gd,7500,82,7,6,771,1942,177500,1,0,0,1,1,1
1203,4,No,GLQ,RFn,1994,2526,Gd,10120,92,5,8,1165,1994,290000,1,1,1,1,1,0
1616,3,Av,Unf,RFn,2005,1616,Gd,8688,73,5,7,1616,2005,232000,0,1,1,1,0,0
976,3,No,Unf,RFn,2004,1708,Gd,3363,32,5,7,976,2004,130000,1,1,1,1,0,0
1652,2,No,GLQ,Fin,2006,1652,Ex,13173,108,5,9,1652,2006,325000,0,1,1,1,1,1
1368,2,No,Unf,RFn,2005,1368,Gd,6955,48,5,7,1368,2005,202500,0,1,1,1,0,1
990,3,No,ALQ,Unf,2000,990,TA,8072,60,5,5,990,1994,138000,0,0,1,1,1,1
1122,2,No,GLQ,Unf,1948,1122,Gd,12000,100,7,5,924,1948,147000,0,0,1,1,1,1
1294,3,No,GLQ,RFn,1991,1294,Gd,7153,108,5,6,1278,1991,179200,0,1,1,1,1,0
1902,3,Av,GLQ,Fin,1959,1902,Ex,17500,100,8,7,1902,1959,335000,0,0,1,1,1,1
1274,3,No,GLQ,RFn,2005,1274,Gd,8814,68,5,7,1274,2005,203000,0,1,1,1,1,1
1453,4,No,GLQ,RFn,1990,2810,Gd,9572,82,5,8,1453,1990,302000,1,1,0,1,1,0
1422,4,No,Unf,Fin,1999,2599,Gd,14774,108,5,9,1393,1999,333168,1,1,1,1,0,0
948,3,No,Rec,Unf,1956,948,TA,8190,60,6,4,948,1954,119000,0,0,1,1,1,0
1092,4,Mn,ALQ,Unf,1969,2112,TA,11075,85,5,6,952,1969,206900,1,0,0,1,1,0
1630,3,Gd,Unf,RFn,2008,1630,Ex,10226,61,5,8,1622,2008,295493,0,1,1,1,0,0
1352,2,No,Unf,RFn,2006,1352,Gd,4230,47,5,7,1352,2006,208900,0,0,1,1,0,1
1787,3,Gd,Unf,RFn,2001,1787,Gd,14781,63,5,8,1753,2001,275000,0,1,1,1,0,1
948,3,No,ALQ,Unf,1954,948,TA,10215,75,5,4,864,1954,111000,0,1,0,1,1,0
1478,3,No,ALQ,RFn,1957,1478,TA,8400,70,3,6,1478,1957,156500,0,0,0,1,1,0
720,2,None,None,Unf,1955,720,TA,6627,65,6,3,0,1949,72500,0,0,0,1,1,1
1061,3,No,GLQ,RFn,1992,1923,Gd,10186,107,5,7,750,1992,190000,1,0,1,1,1,0
708,2,No,LwQ,Unf,1940,708,Fa,5330,50,7,4,420,1940,82500,0,0,0,0,1,1
1795,2,Av,Unf,RFn,2007,1795,Gd,9986,75,5,8,1795,2006,147000,0,1,1,1,0,1
796,2,No,Unf,Unf,1922,796,TA,3636,40,4,4,796,1922,55000,0,0,0,0,0,1
774,3,No,Rec,None,1931,774,Gd,4270,70,6,3,544,1931,79000,0,0,0,0,1,1
816,3,No,ALQ,Unf,1982,816,Gd,6600,60,9,5,816,1982,130500,0,0,0,1,1,1
1584,4,No,LwQ,Unf,1920,2792,TA,10440,60,7,6,1510,1920,256000,1,0,1,1,1,1
955,3,No,Unf,Fin,1998,1632,TA,9084,63,5,7,935,1998,176500,0,0,1,1,0,0
1588,3,Av,Unf,RFn,2006,1588,Gd,10000,85,5,8,1588,2006,227000,0,1,1,1,0,0
954,3,Av,ALQ,Unf,1976,954,TA,10780,55,5,5,911,1976,132500,0,0,0,1,1,0
816,2,Mn,ALQ,Unf,1958,816,TA,8877,67,6,4,816,1938,100000,0,0,0,1,1,1
803,2,No,Unf,Unf,1951,1360,Gd,7200,60,6,5,803,1938,125500,1,0,1,1,0,1
765,3,No,LwQ,Unf,1970,1365,TA,2368,24,6,5,765,1970,125000,1,1,1,1,1,0
1334,2,No,ALQ,RFn,1977,1334,TA,9650,80,5,6,1350,1977,167900,0,1,1,1,1,0
1656,4,No,Unf,Unf,1973,1656,TA,9246,87,5,5,1656,1973,135000,0,1,1,1,0,0
693,2,No,LwQ,None,1941,693,Fa,4118,153,4,4,693,1941,52500,0,0,1,0,0,1
920,3,No,GLQ,RFn,2002,1861,Gd,13450,95,5,7,916,2002,200000,1,0,1,1,1,0
864,3,Mn,Rec,RFn,1972,864,TA,9560,120,7,5,864,1972,128500,0,0,0,1,1,0
872,3,No,Unf,Unf,1974,872,TA,8294,70,5,4,858,1971,123000,0,0,0,1,0,0
1114,1,No,GLQ,Unf,2004,1114,Gd,13695,66,5,6,1114,2003,155000,0,0,1,1,1,1
1284,3,No,GLQ,RFn,2002,2169,Gd,9375,77,5,8,1284,2002,228500,1,1,1,1,0,0
1172,3,No,Unf,Unf,1929,1913,TA,7558,57,6,6,896,1928,177000,1,0,0,1,0,1
728,3,No,Unf,Fin,2006,1456,Gd,11103,85,5,7,728,2006,155835,1,0,0,1,0,0
960,2,No,ALQ,Unf,1997,960,Fa,6000,50,4,4,960,1920,108500,0,0,0,1,1,1
2156,3,No,BLQ,RFn,1968,2156,TA,20781,86,7,7,1568,1968,262500,0,0,1,1,1,1
1776,3,Gd,GLQ,Fin,2006,1776,Gd,15306,93,5,8,1732,2006,283463,0,1,0,1,1,1
1494,3,Gd,GLQ,RFn,1998,1494,Gd,16196,137,5,7,1482,1998,215000,0,0,1,1,1,0
938,4,No,LwQ,None,1872,2358,TA,5250,50,5,8,684,1872,122000,1,0,1,0,1,1
1338,6,No,LwQ,RFn,1969,2634,TA,11643,91,5,5,1248,1969,200000,1,1,0,1,1,0
858,4,No,Rec,Fin,1962,1716,TA,9247,70,6,6,858,1962,171000,1,1,1,1,1,0
786,2,No,Unf,Unf,1999,1176,TA,6000,50,9,6,698,1937,134900,1,0,0,1,0,1
2053,4,Av,BLQ,Fin,1996,3238,Gd,14720,56,5,8,2033,1995,410000,1,1,1,1,1,1
992,3,No,GLQ,RFn,2000,1865,Gd,10316,54,5,7,992,2000,235000,1,0,1,1,1,0
1222,4,No,Unf,RFn,1968,1920,Gd,10192,102,6,7,570,1968,170000,1,1,1,1,0,1
892,3,No,Rec,RFn,1966,892,TA,9477,43,5,5,864,1966,110000,0,1,0,1,1,0
1078,3,No,GLQ,Fin,1971,1078,TA,12537,67,6,5,1078,1971,149900,0,0,0,1,1,1
769,3,No,GLQ,Unf,2000,1573,Gd,2117,313,5,6,756,2000,177500,1,1,1,1,1,0
1980,3,Av,GLQ,Fin,2004,1980,Ex,16737,129,5,9,1980,2004,315000,0,1,1,1,1,1
990,4,No,Unf,RFn,1998,2601,TA,9842,51,6,5,612,1921,189000,1,0,0,1,0,1
1530,3,Av,ALQ,Fin,2005,1530,Gd,16158,124,5,7,1530,2005,260000,0,1,1,1,1,0
1281,4,No,Unf,Unf,1920,1738,TA,12513,60,4,4,715,1920,104900,1,0,0,1,0,1
616,3,No,Unf,Fin,2007,1412,Gd,8499,73,5,6,616,2006,156932,1,0,1,1,0,1
520,2,No,Unf,RFn,2005,1200,Gd,3180,30,5,7,600,2005,144152,1,0,1,1,0,0
814,3,No,GLQ,RFn,2000,1674,Gd,7500,55,5,7,814,2000,216000,1,0,1,1,1,0
882,3,No,GLQ,RFn,1999,1790,Gd,9179,68,5,7,873,1999,193000,1,1,1,1,1,0
925,4,No,ALQ,RFn,1977,1475,TA,2665,41,6,5,757,1977,127000,1,0,1,1,1,0
848,1,Av,GLQ,Fin,2003,848,Gd,4435,50,5,6,848,2003,144000,0,1,0,1,1,1
1668,3,Av,BLQ,Fin,2003,1668,Gd,10635,48,5,8,1657,2003,232000,0,1,1,1,1,0
840,2,No,ALQ,Fin,1967,1374,TA,5400,90,6,4,840,1920,105000,1,0,0,1,1,1
1661,3,Av,BLQ,RFn,1955,1661,Gd,9600,80,6,6,992,1955,165500,0,0,1,1,1,1
1108,3,Av,GLQ,RFn,1998,2097,Gd,9750,75,6,7,1108,1998,274300,1,0,1,1,1,0
2633,2,Gd,GLQ,RFn,2001,2633,Ex,11400,57,5,10,2633,2001,466500,0,1,1,1,1,1
1026,3,No,Unf,Fin,2005,1958,Gd,10625,85,5,7,1026,2005,250000,1,0,1,1,0,0
1571,3,Gd,Unf,Fin,2007,1571,Gd,10991,89,5,8,1571,2007,239000,0,1,1,1,0,0
790,2,Mn,ALQ,Unf,1925,790,TA,6292,52,5,6,768,1930,91000,0,0,1,1,1,1
984,3,No,Rec,Unf,1977,1604,TA,10998,60,5,5,984,1941,117000,1,0,1,1,1,1
483,2,No,BLQ,Unf,1973,987,TA,1953,21,5,6,483,1973,83000,1,1,0,1,1,0
754,3,No,Rec,Fin,2007,1394,Gd,9735,73,5,5,384,2006,167500,1,0,0,1,0,1
864,2,No,Rec,Unf,1938,864,TA,8212,45,3,3,864,1914,58500,0,0,0,1,1,1
2117,4,Mn,BLQ,Fin,1970,2117,TA,12925,78,7,6,1205,1970,237500,0,0,1,1,1,0
998,4,No,Unf,Unf,1989,1762,Gd,7200,60,7,7,596,1920,157000,1,0,0,1,0,1
1416,3,No,Unf,Unf,2007,1416,Gd,25339,70,7,5,816,1918,112000,0,0,0,1,0,1
698,2,Mn,Rec,Unf,1939,1258,TA,9060,60,5,6,560,1939,105000,1,0,0,1,1,1
796,3,No,BLQ,Unf,1922,1154,Gd,5436,40,8,4,796,1922,125500,1,0,1,1,1,1
1392,5,No,ALQ,RFn,1978,2784,Gd,16692,80,5,7,1392,1978,250000,1,1,1,1,1,0
1664,5,No,Rec,Unf,1916,2526,Gd,8520,60,7,6,714,1916,136000,1,0,1,1,1,1
1746,3,Gd,GLQ,Fin,2006,1746,Ex,14892,42,5,9,1746,2006,377500,0,1,1,1,1,1
869,3,No,ALQ,Unf,2003,1218,TA,6000,60,6,6,735,1941,131000,1,0,0,1,1,1
1525,3,Av,GLQ,RFn,2000,1525,Gd,9100,70,5,7,1525,2000,235000,0,1,1,1,1,0
1584,4,No,Unf,Unf,1967,1584,TA,8944,65,5,5,1584,1967,124000,0,0,1,1,0,0
900,3,Av,ALQ,RFn,1967,900,TA,7838,68,5,5,864,1967,123000,0,0,1,1,1,0
1221,3,No,Unf,Unf,2003,1912,TA,10800,60,7,6,482,1905,163000,1,0,1,1,0,1
1500,3,Av,GLQ,Fin,2006,1500,Gd,4045,53,5,7,1356,2006,246578,0,1,1,1,1,0
1133,4,Gd,Unf,Fin,2005,2482,Gd,12665,88,5,8,1094,2005,281213,1,1,1,1,0,1
1687,3,Av,BLQ,RFn,1966,1687,TA,57200,75,5,5,747,1948,160000,0,0,0,1,1,1
939,4,Mn,Unf,Unf,1933,1513,TA,6120,51,8,5,939,1920,137500,1,0,0,1,0,1
1136,3,No,Rec,Unf,1950,1904,TA,7200,60,4,5,1208,1950,138000,1,0,0,1,1,1
1160,3,No,BLQ,Unf,1925,1608,Gd,6171,51,6,6,976,1925,137450,1,0,1,1,1,1
950,3,No,Unf,RFn,1929,1158,TA,6000,50,7,6,862,1929,120000,1,0,0,1,0,1
864,3,No,GLQ,RFn,2004,1593,TA,7415,62,5,6,839,2004,193000,1,0,1,1,1,0
1294,2,Av,Unf,RFn,2006,1294,Gd,6762,64,5,7,1286,2006,193879,0,0,1,1,0,0
1464,3,Gd,GLQ,Unf,2007,1464,Gd,15256,49,5,8,1485,2007,282922,0,1,1,1,1,0
694,3,No,Unf,Unf,1998,1214,TA,10410,60,4,3,672,1915,105000,0,0,0,1,0,1
1646,2,Gd,GLQ,Fin,2004,1646,Gd,3842,44,5,8,1594,2004,275000,0,1,1,1,1,1
768,2,Av,GLQ,Unf,1988,768,TA,8445,70,7,5,768,1972,133000,0,0,0,1,1,1
833,3,No,Unf,None,1985,833,TA,8780,66,5,5,833,1985,112000,0,0,0,0,1,0
741,3,No,ALQ,Unf,1966,1363,TA,7740,60,7,4,622,1910,125500,1,0,0,1,0,1
1236,3,No,Unf,Fin,1986,2093,TA,20544,46,6,7,791,1986,215000,1,1,1,1,0,1
944,3,No,GLQ,RFn,2001,1840,Gd,12420,79,5,7,944,2001,230000,1,0,1,1,1,0
1112,3,No,BLQ,Unf,1950,1668,TA,9600,80,8,6,856,1950,140000,0,0,0,1,1,1
1040,2,None,None,Unf,1956,1040,TA,7200,60,5,4,0,1949,90000,0,0,0,1,1,1
1844,2,No,GLQ,Fin,2005,1844,Gd,10994,88,5,8,1844,2005,257000,0,1,1,1,1,1
1053,4,No,Unf,Unf,1922,1848,Gd,13053,64,7,6,833,1923,207000,1,0,0,1,0,1
1569,1,No,GLQ,RFn,2007,1569,Gd,3635,51,5,7,1386,2007,175900,0,1,1,1,1,0
1246,4,No,Unf,Unf,1971,2290,TA,11340,60,6,4,777,1885,122500,1,0,0,1,0,1
1310,3,Mn,GLQ,Fin,1998,2450,Gd,16545,65,5,8,1284,1998,340000,1,1,1,1,1,0
1144,3,No,BLQ,Unf,1962,1144,TA,9204,71,5,5,1144,1963,124000,0,0,1,1,1,0
1844,3,Av,Rec,RFn,1969,1844,Gd,16381,103,5,6,1844,1969,223000,0,1,1,1,1,0
708,3,No,ALQ,RFn,1968,1416,TA,11700,90,6,6,708,1968,179900,1,1,1,1,1,0
1069,2,No,ALQ,RFn,1977,1069,TA,4043,53,5,6,1069,1977,127500,0,0,1,1,1,0
848,1,Av,GLQ,Fin,2003,848,Gd,4435,37,5,6,848,2003,136500,0,1,0,1,1,0
1575,4,Av,ALQ,Unf,1966,2201,Gd,19690,70,7,6,697,1966,274970,1,0,1,1,0,0
1344,2,No,ALQ,Unf,1970,1344,TA,9503,60,5,5,1024,1958,144000,0,0,1,1,1,1
1252,3,No,Unf,Unf,1960,1252,Gd,10721,80,6,6,1252,1959,142000,0,1,1,1,0,0
1223,3,No,GLQ,RFn,1994,2127,Gd,10944,81,5,7,1223,1994,271000,1,1,1,1,1,0
1048,3,No,BLQ,Unf,1962,1558,TA,10930,60,6,5,913,1945,140000,0,0,0,1,1,1
804,3,No,BLQ,Unf,1940,804,Gd,7200,60,7,5,788,1940,119000,0,1,0,1,1,1
1440,3,No,BLQ,Fin,1981,1440,Gd,12546,72,7,6,1440,1981,182900,0,1,0,1,1,0
734,4,Av,Unf,Fin,2005,1838,TA,21930,60,5,5,732,2005,192140,1,0,1,1,0,0
958,2,No,LwQ,RFn,1976,958,TA,4928,51,6,6,958,1976,143750,0,0,1,1,1,0
968,4,No,Unf,Unf,1928,968,TA,10800,60,6,4,656,1927,64500,0,0,0,1,0,1
962,3,No,Unf,Fin,2000,1792,TA,10261,93,5,6,936,2000,186500,1,1,0,1,0,0
1126,3,No,ALQ,RFn,1977,1126,TA,17400,80,5,5,1126,1977,160000,0,0,1,1,1,0
1537,3,No,Unf,RFn,1962,1537,Gd,8400,80,9,6,1319,1962,174000,0,1,1,1,0,1
864,3,No,ALQ,Unf,1974,864,TA,9000,60,6,4,864,1971,120500,0,0,0,1,1,0
1932,2,Av,GLQ,Fin,2008,1932,Ex,12444,96,5,8,1932,2008,394617,0,1,1,1,1,0
1236,2,No,GLQ,Unf,1957,1236,TA,7407,90,7,6,912,1957,149700,0,0,1,1,1,1
1040,3,No,GLQ,RFn,1979,1725,TA,11584,80,6,7,539,1979,197000,1,1,1,1,1,0
1423,3,No,Unf,Fin,1993,2555,TA,11526,79,7,6,588,1922,191000,1,0,0,1,0,1
848,1,Av,GLQ,RFn,2004,848,Gd,4426,75,5,6,848,2004,149300,0,1,0,1,1,0
1026,3,Av,GLQ,RFn,2008,2007,Ex,11003,85,5,10,1017,2008,310000,1,1,1,1,1,0
952,2,No,Unf,Unf,1916,952,Fa,8854,94,6,6,952,1916,121000,0,0,1,1,0,1
1422,3,Av,Unf,RFn,2004,1422,Gd,8500,63,5,7,1422,2004,179600,0,1,1,1,0,0
913,3,Gd,LwQ,Unf,1990,913,TA,8400,70,5,6,814,1966,129000,0,0,0,1,1,0
1188,3,No,BLQ,Unf,1962,1188,TA,26142,60,7,5,1188,1962,157900,0,1,1,1,1,0
1220,3,No,GLQ,RFn,1995,2090,Gd,10000,80,5,8,1220,1995,240000,1,1,1,1,1,1
796,2,No,Unf,Unf,1950,1346,TA,11767,70,7,4,560,1910,112000,1,0,1,1,0,1
630,1,Av,GLQ,None,1970,630,Ex,1533,21,7,5,630,1970,92000,0,0,0,0,1,0
896,4,No,Unf,None,1974,1792,TA,9000,60,5,5,896,1974,136000,1,0,1,0,0,0
1578,3,No,Unf,RFn,2008,1578,Ex,9262,78,5,8,1573,2008,287090,0,1,1,1,0,1
1072,2,Gd,GLQ,Fin,2005,1072,TA,3675,35,5,5,547,2005,145000,0,1,1,1,1,0
1140,3,No,Unf,None,2006,1140,TA,17217,90,5,5,1140,2006,84500,0,0,1,0,0,0
1221,2,No,GLQ,RFn,2004,1221,Gd,7500,62,5,7,1221,2004,185000,0,0,1,1,1,1
953,3,No,Unf,RFn,1999,1647,TA,7917,62,5,6,953,1999,175000,1,0,1,1,0,1
2073,3,No,ALQ,Unf,1978,2073,TA,13175,85,6,6,1542,1978,210000,0,1,0,1,1,1
1188,4,No,GLQ,RFn,1941,2340,Gd,9042,66,9,7,1152,1941,266500,1,0,1,1,1,1
1078,2,Mn,Rec,Unf,1950,1078,Gd,9717,68,6,5,1078,1950,142125,0,0,0,1,1,1
1256,3,No,BLQ,Fin,1965,1256,TA,9937,75,6,5,1256,1965,147500,0,0,1,1,1,0
